City_Code,Accomodation_Type,Reco_Insurance_Type,Is_Spouse,Health Indicator,Holding_Policy_Duration,Holding_Policy_Type,Reco_Policy_Cat,Reco_Policy_Premium,Response,Age
C2,Rented,Joint,Yes,X2,8.0,3.0,3,18360.0,0,30
C9,Rented,Individual,No,X2,5.0,3.0,12,6030.0,0,26
C3,Owned,Joint,No,X1,5.0,3.0,2,29916.0,0,75
C2,Owned,Joint,No,X1,5.0,3.0,22,24640.0,1,49
C2,Owned,Joint,Yes,X1,4.0,3.0,22,13190.8,0,44
C23,Owned,Individual,No,X3,2.0,3.0,20,16044.0,0,67
C13,Rented,Individual,No,X1,2.0,3.0,22,6320.0,0,27
C2,Rented,Individual,No,X7,4.0,4.0,22,15580.0,0,55
C15,Owned,Individual,No,X1,15.0,2.0,22,23112.0,0,72
C15,Rented,Joint,No,X6,1.0,3.0,18,22780.8,0,64
C4,Owned,Individual,No,X1,5.0,1.0,10,9590.0,0,41
C15,Owned,Individual,No,X1,1.0,1.0,12,11660.0,1,36
C6,Rented,Individual,No,X3,5.0,3.0,17,7956.0,0,22
C9,Owned,Individual,No,X3,5.0,3.0,18,14328.0,1,58
C1,Rented,Individual,No,X1,15.0,1.0,22,11152.0,1,44
C8,Rented,Individual,No,X3,15.0,2.0,21,14928.0,0,54
C2,Owned,Individual,No,X3,5.0,3.0,11,9016.0,0,22
C2,Rented,Individual,No,X4,2.0,3.0,22,11826.0,1,25
C12,Rented,Individual,No,X1,3.0,2.0,19,12762.0,0,35
C12,Rented,Individual,No,X1,15.0,2.0,12,9558.0,0,51
C20,Owned,Individual,No,X2,5.0,3.0,14,12936.0,1,43
C4,Owned,Individual,No,X6,5.0,3.0,14,7236.0,1,22
C10,Rented,Individual,No,X2,5.0,3.0,17,4140.0,1,23
C3,Owned,Individual,No,X2,15.0,3.0,12,18720.0,0,75
C6,Owned,Individual,No,X1,4.0,1.0,22,17920.0,0,63
C2,Rented,Individual,No,X1,1.0,1.0,21,17654.0,0,57
C4,Rented,Individual,No,X1,5.0,3.0,14,8316.0,0,28
C10,Owned,Individual,No,X2,5.0,3.0,18,11880.0,1,33
C12,Owned,Joint,Yes,X6,4.0,3.0,20,10080.0,1,34
C2,Rented,Individual,No,X3,5.0,3.0,3,19200.0,0,61
C2,Owned,Individual,No,X4,5.0,3.0,15,6220.0,1,20
C2,Rented,Joint,Yes,X1,3.0,1.0,22,21005.6,1,35
C17,Owned,Joint,Yes,X2,5.0,3.0,22,17724.0,0,31
C7,Owned,Joint,Yes,X1,5.0,3.0,20,16077.6,0,31
C24,Owned,Individual,No,X4,5.0,3.0,2,9558.0,0,37
C2,Owned,Individual,No,X4,1.0,2.0,22,11168.0,0,40
C9,Rented,Individual,No,X3,5.0,3.0,4,4074.0,0,21
C32,Owned,Individual,No,X1,9.0,3.0,4,15400.0,0,60
C2,Rented,Individual,No,X2,5.0,3.0,17,10998.0,0,26
C12,Rented,Individual,No,X1,4.0,2.0,2,18592.0,0,75
C2,Owned,Individual,No,X2,5.0,3.0,11,12520.0,0,48
C1,Rented,Individual,No,X4,5.0,3.0,19,6260.0,0,25
C3,Rented,Individual,No,X2,15.0,1.0,15,10530.0,0,42
C5,Rented,Individual,No,X4,1.0,1.0,18,12860.0,0,48
C7,Owned,Individual,No,X1,9.0,2.0,20,14496.0,0,64
C1,Owned,Joint,Yes,X1,15.0,3.0,8,31632.0,0,72
C9,Rented,Individual,No,X2,5.0,3.0,22,7060.0,0,23
C2,Owned,Individual,No,X3,11.0,3.0,18,13354.0,1,64
C13,Rented,Joint,Yes,X3,5.0,3.0,21,19410.0,0,39
C2,Owned,Joint,Yes,X2,5.0,3.0,14,22656.0,0,61
C2,Rented,Individual,No,X1,4.0,1.0,22,5440.0,0,24
C13,Rented,Individual,No,X1,5.0,3.0,20,13640.0,0,55
C24,Owned,Individual,No,X1,5.0,1.0,1,15540.0,0,62
C19,Owned,Individual,No,X4,5.0,1.0,1,13872.0,0,59
C20,Rented,Individual,No,X1,3.0,3.0,17,10278.0,0,26
C1,Rented,Individual,No,X1,5.0,3.0,12,5700.0,0,28
C7,Rented,Individual,No,X1,5.0,3.0,22,4872.0,0,25
C9,Rented,Individual,No,X9,6.0,4.0,12,8704.0,1,32
C11,Rented,Individual,No,X2,1.0,1.0,20,10304.0,0,23
C1,Owned,Joint,Yes,X2,5.0,3.0,22,27417.6,0,67
C1,Owned,Individual,No,X1,5.0,3.0,8,17220.0,0,58
C1,Owned,Joint,Yes,X2,10.0,3.0,19,33235.2,0,70
C16,Owned,Individual,No,X2,15.0,3.0,1,11682.0,0,41
C3,Owned,Individual,No,X3,15.0,3.0,15,16650.0,0,70
C2,Owned,Individual,No,X6,3.0,2.0,13,16156.0,1,55
C20,Owned,Individual,No,X1,5.0,3.0,22,11480.0,0,48
C2,Owned,Individual,No,X4,5.0,3.0,3,16510.0,0,72
C20,Rented,Individual,No,X2,9.0,4.0,22,9472.0,0,41
C2,Owned,Individual,No,X2,5.0,3.0,22,26568.0,1,74
C3,Owned,Individual,No,X4,1.0,4.0,22,12920.0,0,56
C13,Owned,Individual,No,X5,3.0,3.0,4,12460.0,0,53
C2,Rented,Individual,No,X1,5.0,3.0,12,6864.0,0,22
C7,Owned,Joint,Yes,X2,2.0,3.0,13,14515.2,0,25
C24,Owned,Individual,No,X2,15.0,1.0,17,20288.0,0,74
C4,Owned,Individual,No,X2,5.0,3.0,22,18816.0,0,60
C19,Owned,Individual,No,X1,5.0,3.0,2,7284.0,0,28
C1,Rented,Individual,No,X3,5.0,3.0,16,11424.0,0,20
C2,Owned,Individual,No,X3,15.0,3.0,22,18030.0,1,65
C10,Owned,Individual,No,X1,5.0,3.0,22,15730.0,0,52
C1,Rented,Individual,No,X4,2.0,1.0,12,18780.0,0,75
C4,Owned,Individual,No,X3,6.0,2.0,22,16548.0,0,54
C8,Rented,Individual,No,X1,5.0,3.0,4,16796.0,0,66
C1,Owned,Joint,No,X1,5.0,3.0,16,23004.8,0,50
C22,Rented,Individual,No,X1,5.0,3.0,21,13700.0,0,43
C1,Owned,Individual,No,X1,7.0,3.0,17,21240.0,0,73
C18,Owned,Individual,No,X2,6.0,4.0,1,17312.0,0,73
C1,Owned,Joint,No,X5,5.0,1.0,16,25036.8,0,67
C14,Owned,Individual,No,X2,1.0,4.0,19,13220.0,0,57
C2,Rented,Individual,No,X2,1.0,3.0,16,7440.0,0,22
C2,Rented,Individual,No,X2,7.0,2.0,13,8078.0,1,33
C13,Rented,Individual,No,X4,5.0,3.0,21,6830.0,1,20
C1,Owned,Joint,Yes,X1,15.0,2.0,17,21330.4,0,46
C15,Owned,Joint,Yes,X1,1.0,3.0,10,29835.0,0,62
C4,Owned,Individual,No,X2,5.0,3.0,8,9152.0,0,48
C2,Rented,Individual,No,X2,5.0,3.0,16,7170.0,1,20
C4,Owned,Individual,No,X1,5.0,3.0,18,6240.0,0,32
C1,Owned,Individual,No,X1,4.0,2.0,5,17108.0,0,75
C5,Owned,Individual,No,X1,5.0,3.0,20,8974.0,0,33
C8,Rented,Individual,No,X5,9.0,4.0,18,10544.0,1,42
C11,Owned,Individual,No,X1,2.0,2.0,1,19104.0,0,72
C8,Owned,Joint,Yes,X1,15.0,3.0,18,26370.0,1,64
C14,Owned,Individual,No,X3,15.0,3.0,18,16016.0,0,69
C2,Rented,Joint,Yes,X1,2.0,3.0,14,19936.0,0,59
C21,Owned,Individual,No,X1,10.0,3.0,14,7966.0,0,42
C10,Owned,Individual,No,X1,5.0,3.0,21,15620.0,0,38
C9,Owned,Individual,No,X2,5.0,3.0,21,11844.0,0,25
C14,Rented,Individual,No,X2,3.0,2.0,17,10656.0,1,27
C7,Rented,Joint,Yes,X1,2.0,2.0,20,7056.0,0,25
C12,Rented,Individual,No,X2,1.0,1.0,12,12240.0,0,54
C5,Rented,Individual,No,X2,4.0,1.0,20,12546.0,0,40
C16,Rented,Joint,Yes,X4,5.0,3.0,15,12857.6,1,23
C10,Rented,Joint,Yes,X2,3.0,2.0,14,9450.0,1,31
C12,Rented,Individual,No,X1,1.0,2.0,4,13442.0,0,54
C1,Rented,Individual,No,X1,3.0,3.0,7,23220.0,0,72
C9,Rented,Individual,No,X1,5.0,3.0,15,10832.0,0,23
C4,Rented,Individual,No,X1,5.0,3.0,16,10374.0,0,19
C4,Owned,Individual,No,X1,5.0,3.0,21,12760.0,0,58
C1,Owned,Individual,No,X4,3.0,1.0,16,18030.0,0,60
C2,Rented,Joint,Yes,X1,6.0,4.0,1,17739.0,0,43
C26,Owned,Individual,No,X5,5.0,3.0,12,16068.0,1,55
C2,Owned,Individual,No,X1,3.0,3.0,18,15522.0,0,57
C3,Owned,Joint,Yes,X1,5.0,3.0,16,12264.0,0,36
C11,Rented,Individual,No,X2,1.0,2.0,15,3780.0,0,21
C9,Owned,Individual,No,X4,5.0,3.0,9,14280.0,1,67
C3,Rented,Individual,No,X4,5.0,3.0,22,15432.0,0,40
C22,Owned,Joint,No,X1,3.0,3.0,21,28627.2,0,53
C6,Rented,Individual,No,X3,4.0,1.0,10,9506.0,0,29
C4,Rented,Individual,No,X1,5.0,3.0,22,7956.0,1,21
C2,Rented,Individual,No,X1,8.0,3.0,3,12906.0,1,34
C22,Rented,Individual,No,X1,5.0,3.0,9,6610.0,0,22
C17,Owned,Individual,No,X1,2.0,4.0,12,8704.0,0,39
C9,Owned,Joint,Yes,X2,4.0,1.0,7,18230.4,0,28
C10,Owned,Individual,No,X1,14.0,1.0,12,17304.0,1,53
C2,Owned,Individual,No,X2,7.0,3.0,21,17136.0,0,55
C1,Owned,Individual,No,X4,6.0,2.0,16,21096.0,0,72
C1,Owned,Individual,No,X4,5.0,3.0,18,6600.0,0,26
C4,Rented,Individual,No,X1,1.0,2.0,8,12078.0,0,44
C16,Rented,Joint,Yes,X2,4.0,1.0,20,13512.0,0,39
C1,Rented,Individual,No,X1,5.0,3.0,8,15216.0,1,45
C1,Owned,Individual,No,X2,4.0,1.0,19,12140.0,0,58
C4,Owned,Joint,Yes,X1,4.0,3.0,22,13036.8,1,48
C33,Rented,Individual,No,X1,5.0,2.0,1,4392.0,0,27
C10,Owned,Individual,No,X3,6.0,3.0,3,18480.0,1,68
C4,Owned,Individual,No,X1,5.0,3.0,17,12650.0,1,55
C29,Owned,Individual,No,X3,4.0,3.0,18,5540.0,1,32
C1,Rented,Individual,No,X3,5.0,3.0,8,11104.0,0,22
C12,Owned,Individual,No,X1,4.0,2.0,13,8904.0,0,30
C33,Rented,Individual,No,X5,2.0,1.0,2,7032.0,0,25
C11,Owned,Joint,Yes,X1,3.0,1.0,2,14400.0,0,38
C20,Owned,Individual,No,X1,3.0,4.0,22,19712.0,0,66
C1,Owned,Individual,No,X2,5.0,3.0,19,14036.0,0,42
C1,Owned,Joint,Yes,X2,15.0,3.0,5,30528.0,1,60
C2,Owned,Joint,No,X3,15.0,4.0,3,28745.6,0,53
C9,Owned,Individual,No,X2,3.0,2.0,4,14190.0,0,35
C3,Owned,Individual,No,X1,5.0,3.0,10,9408.0,1,34
C12,Owned,Individual,No,X1,5.0,3.0,16,11340.0,0,48
C10,Owned,Individual,No,X1,2.0,1.0,16,19440.0,1,55
C9,Rented,Individual,No,X3,3.0,2.0,15,10764.0,0,46
C7,Owned,Individual,No,X1,6.0,3.0,22,17040.0,0,59
C2,Owned,Joint,Yes,X4,15.0,3.0,22,29892.8,0,66
C4,Rented,Individual,No,X1,1.0,1.0,21,11448.0,0,25
C20,Owned,Individual,No,X1,5.0,3.0,14,12360.0,0,41
C8,Rented,Individual,No,X3,5.0,3.0,12,3402.0,0,24
C14,Rented,Individual,No,X1,3.0,3.0,11,9920.0,0,28
C6,Rented,Individual,No,X2,2.0,1.0,15,4720.0,1,23
C4,Owned,Individual,No,X3,4.0,3.0,9,11088.0,1,27
C17,Owned,Individual,No,X1,2.0,1.0,22,12160.0,1,51
C1,Owned,Individual,No,X3,6.0,3.0,5,18060.0,0,53
C18,Owned,Joint,Yes,X1,5.0,4.0,13,13824.0,0,44
C16,Rented,Individual,No,X6,5.0,3.0,20,4648.0,0,25
C7,Owned,Individual,No,X1,3.0,2.0,20,10656.0,1,49
C6,Rented,Individual,No,X5,2.0,2.0,20,15072.0,1,42
C1,Owned,Individual,No,X1,5.0,3.0,8,21182.0,0,65
C3,Rented,Individual,No,X1,5.0,3.0,21,10144.0,0,43
C2,Owned,Individual,No,X1,7.0,3.0,15,16666.0,1,73
C2,Owned,Joint,Yes,X5,13.0,3.0,18,21155.2,1,55
C9,Rented,Individual,No,X4,1.0,3.0,22,7090.0,0,21
C4,Owned,Individual,No,X2,5.0,3.0,17,18690.0,1,63
C17,Owned,Joint,Yes,X3,5.0,3.0,13,25398.0,0,68
C24,Owned,Joint,Yes,X3,15.0,4.0,17,29988.0,0,75
C7,Rented,Individual,No,X2,5.0,3.0,2,3660.0,0,20
C2,Owned,Individual,No,X4,5.0,3.0,22,12384.0,0,54
C4,Owned,Individual,No,X5,2.0,2.0,7,8428.0,0,31
C6,Rented,Individual,No,X1,5.0,3.0,20,18090.0,0,63
C21,Owned,Individual,No,X1,2.0,3.0,14,23168.0,0,74
C15,Owned,Individual,No,X3,5.0,3.0,16,14014.0,1,35
C16,Rented,Joint,Yes,X2,4.0,3.0,18,21585.2,1,48
C1,Owned,Joint,Yes,X2,5.0,3.0,21,33587.2,0,71
C12,Rented,Joint,Yes,X3,5.0,3.0,15,24921.6,1,40
C1,Rented,Individual,No,X1,6.0,4.0,17,6490.0,1,27
C2,Owned,Individual,No,X2,4.0,4.0,22,11900.0,0,43
C16,Rented,Individual,No,X1,5.0,3.0,19,5136.0,1,28
C13,Owned,Joint,Yes,X1,3.0,2.0,21,31365.0,0,74
C8,Rented,Joint,Yes,X3,6.0,1.0,22,11995.2,0,33
C2,Owned,Joint,No,X4,6.0,4.0,11,22209.0,0,44
C11,Rented,Individual,No,X1,1.0,2.0,13,8944.0,0,33
C6,Owned,Joint,No,X1,8.0,3.0,22,16665.6,0,40
C24,Owned,Individual,No,X3,7.0,1.0,19,12980.0,0,51
C1,Owned,Individual,No,X1,15.0,1.0,19,15730.0,1,60
C5,Rented,Individual,No,X2,3.0,3.0,1,10476.0,0,26
C2,Rented,Individual,No,X1,5.0,3.0,18,9450.0,1,30
C17,Rented,Joint,Yes,X4,5.0,3.0,12,13238.4,0,25
C6,Rented,Individual,No,X2,5.0,3.0,4,6600.0,0,34
C13,Rented,Individual,No,X3,5.0,3.0,12,8288.0,0,22
C1,Owned,Individual,No,X5,3.0,3.0,21,16016.0,1,66
C2,Rented,Individual,No,X1,3.0,1.0,15,7560.0,1,36
C13,Owned,Individual,No,X4,5.0,3.0,1,10818.0,0,51
C15,Rented,Individual,No,X1,5.0,4.0,22,15964.0,1,57
C16,Owned,Joint,Yes,X6,5.0,3.0,2,21190.4,1,44
C12,Owned,Individual,No,X4,5.0,3.0,19,13200.0,0,50
C4,Owned,Joint,Yes,X2,4.0,3.0,18,19980.0,0,61
C3,Owned,Joint,Yes,X2,3.0,3.0,18,16214.4,0,27
C1,Rented,Individual,No,X1,5.0,3.0,22,11232.0,0,21
C3,Owned,Joint,Yes,X4,8.0,1.0,19,15840.0,0,32
C11,Owned,Individual,No,X1,5.0,3.0,19,16296.0,0,55
C29,Rented,Individual,No,X1,4.0,4.0,20,12430.0,0,55
C3,Rented,Individual,No,X1,5.0,3.0,16,11168.0,1,21
C12,Rented,Individual,No,X9,1.0,1.0,2,11700.0,0,37
C12,Owned,Joint,Yes,X1,1.0,1.0,2,23361.0,0,60
C2,Owned,Individual,No,X2,5.0,3.0,3,17628.0,1,61
C7,Owned,Individual,No,X1,5.0,3.0,6,20412.0,0,75
C2,Rented,Individual,No,X3,2.0,1.0,18,11988.0,0,45
C5,Owned,Individual,No,X3,2.0,3.0,18,5608.0,0,22
C7,Owned,Individual,No,X2,5.0,3.0,19,12960.0,0,42
C1,Owned,Individual,No,X1,14.0,1.0,19,16716.0,0,66
C7,Rented,Individual,No,X1,7.0,2.0,15,14456.0,1,54
C3,Owned,Individual,No,X2,1.0,1.0,18,15158.0,1,57
C16,Rented,Individual,No,X1,1.0,2.0,20,7356.0,0,35
C16,Rented,Joint,Yes,X3,1.0,3.0,1,6339.2,0,25
C1,Rented,Individual,No,X1,15.0,3.0,20,16536.0,0,53
C3,Owned,Joint,No,X1,3.0,1.0,19,29036.8,0,60
C6,Rented,Joint,No,X3,4.0,3.0,22,15768.0,1,45
C5,Rented,Individual,No,X1,5.0,3.0,13,11304.0,0,49
C8,Rented,Individual,No,X3,5.0,3.0,21,4170.0,0,22
C8,Rented,Individual,No,X2,5.0,3.0,21,7020.0,0,23
C2,Owned,Joint,Yes,X2,5.0,3.0,22,14380.8,0,39
C9,Rented,Individual,No,X1,5.0,3.0,6,13760.0,0,45
C21,Rented,Individual,No,X1,1.0,2.0,13,9984.0,0,38
C7,Owned,Individual,No,X4,5.0,3.0,21,10944.0,0,26
C3,Owned,Individual,No,X2,5.0,3.0,21,14088.0,1,69
C16,Owned,Individual,No,X3,5.0,3.0,19,13156.0,1,52
C2,Owned,Individual,No,X3,3.0,3.0,21,17680.0,0,56
C5,Rented,Individual,No,X4,5.0,3.0,18,5120.0,1,26
C2,Owned,Joint,Yes,X1,5.0,3.0,22,16659.0,0,48
C22,Rented,Joint,Yes,X1,5.0,3.0,2,19676.8,0,49
C20,Owned,Joint,Yes,X3,6.0,4.0,22,26656.0,1,65
C19,Rented,Joint,Yes,X1,7.0,1.0,2,20952.0,1,54
C10,Rented,Individual,No,X4,1.0,3.0,19,10864.0,0,28
C19,Owned,Joint,Yes,X4,5.0,3.0,1,28416.0,0,64
C1,Rented,Individual,No,X4,5.0,3.0,19,5200.0,0,26
C23,Owned,Individual,No,X3,5.0,3.0,18,8064.0,0,30
C14,Rented,Individual,No,X1,1.0,1.0,14,14430.0,0,49
C10,Rented,Individual,No,X4,5.0,3.0,21,11264.0,0,21
C1,Rented,Individual,No,X2,5.0,3.0,10,14040.0,0,30
C23,Rented,Individual,No,X5,1.0,2.0,21,11718.0,0,46
C6,Owned,Individual,No,X3,4.0,3.0,1,22116.0,0,75
C9,Owned,Individual,No,X1,11.0,4.0,21,19050.0,0,75
C2,Rented,Individual,No,X6,4.0,3.0,14,19680.0,1,75
C21,Owned,Individual,No,X1,5.0,3.0,17,11072.0,0,24
C11,Owned,Individual,No,X4,5.0,3.0,19,10908.0,1,54
C2,Owned,Individual,No,X2,15.0,3.0,14,21998.0,1,75
C15,Owned,Individual,No,X1,5.0,3.0,20,11160.0,0,38
C4,Rented,Joint,Yes,X3,5.0,3.0,8,16656.0,0,23
C2,Rented,Individual,No,X1,5.0,3.0,21,10160.0,0,46
C1,Owned,Joint,Yes,X2,7.0,3.0,8,33184.0,1,66
C5,Rented,Individual,No,X2,2.0,4.0,22,7728.0,0,24
C15,Rented,Individual,No,X3,15.0,3.0,18,17524.0,0,59
C2,Owned,Individual,No,X2,2.0,3.0,18,7536.0,1,39
C10,Owned,Individual,No,X1,2.0,3.0,18,18620.0,0,59
C33,Rented,Individual,No,X1,2.0,3.0,8,19020.0,1,62
C2,Owned,Joint,Yes,X2,5.0,3.0,11,17925.6,0,54
C19,Rented,Individual,No,X2,5.0,3.0,1,6756.0,0,30
C2,Owned,Joint,No,X1,15.0,3.0,22,24156.0,0,59
C20,Owned,Individual,No,X2,5.0,3.0,17,12360.0,0,38
C1,Rented,Individual,No,X1,2.0,4.0,16,10736.0,1,37
C20,Rented,Individual,No,X4,3.0,2.0,1,10500.0,0,46
C12,Rented,Individual,No,X2,13.0,2.0,20,10176.0,1,41
C1,Rented,Joint,Yes,X1,8.0,2.0,17,27328.0,0,62
C1,Owned,Individual,No,X4,5.0,3.0,20,14898.0,0,64
C10,Rented,Individual,No,X1,4.0,3.0,21,21600.0,0,61
C1,Rented,Individual,No,X2,4.0,3.0,12,14480.0,1,33
C11,Owned,Individual,No,X1,5.0,3.0,20,9548.0,0,25
C2,Owned,Individual,No,X1,15.0,4.0,18,26524.0,0,75
C27,Owned,Individual,No,X1,15.0,3.0,4,22248.0,0,75
C1,Owned,Individual,No,X5,7.0,4.0,17,13442.0,0,51
C1,Owned,Joint,Yes,X4,5.0,3.0,17,10624.0,0,26
C1,Rented,Individual,No,X6,8.0,1.0,14,14016.0,1,68
C13,Owned,Individual,No,X2,2.0,3.0,18,10386.0,0,31
C26,Owned,Individual,No,X2,5.0,3.0,12,17910.0,0,59
C7,Owned,Joint,Yes,X1,5.0,3.0,16,17024.0,0,33
C1,Rented,Individual,No,X3,3.0,1.0,5,12132.0,0,25
C10,Rented,Individual,No,X3,5.0,3.0,16,13700.0,0,45
C2,Rented,Individual,No,X3,1.0,4.0,22,11394.0,1,50
C3,Rented,Individual,No,X6,5.0,3.0,18,4140.0,0,23
C1,Rented,Individual,No,X5,1.0,2.0,16,11040.0,1,24
C20,Owned,Joint,No,X2,5.0,3.0,17,21153.0,0,63
C4,Rented,Individual,No,X3,5.0,3.0,16,18660.0,1,73
C10,Rented,Individual,No,X3,5.0,3.0,16,11056.0,1,35
C1,Owned,Individual,No,X1,5.0,3.0,17,19414.0,0,68
C24,Owned,Joint,Yes,X3,5.0,3.0,17,26502.0,0,68
C7,Owned,Individual,No,X4,3.0,2.0,13,5680.0,0,33
C2,Rented,Individual,No,X5,5.0,3.0,22,13580.0,0,33
C1,Owned,Joint,No,X4,5.0,3.0,19,25506.0,0,67
C1,Rented,Individual,No,X6,1.0,3.0,12,4338.0,1,21
C5,Rented,Individual,No,X1,4.0,2.0,20,9212.0,0,26
C6,Owned,Individual,No,X1,5.0,3.0,20,23052.0,0,75
C5,Rented,Joint,Yes,X1,3.0,4.0,22,15859.2,0,25
C19,Owned,Individual,No,X1,15.0,2.0,17,16302.0,0,71
C16,Rented,Individual,No,X1,5.0,1.0,10,12186.0,0,42
C2,Owned,Individual,No,X1,7.0,3.0,18,18240.0,0,61
C2,Owned,Individual,No,X2,1.0,4.0,12,11700.0,0,45
C11,Owned,Individual,No,X1,5.0,3.0,19,12694.0,0,39
C2,Owned,Joint,No,X1,5.0,3.0,15,25036.8,1,54
C17,Owned,Individual,No,X1,15.0,3.0,10,12060.0,0,58
C3,Rented,Individual,No,X1,1.0,3.0,18,12820.0,1,48
C6,Owned,Individual,No,X3,11.0,2.0,15,11100.0,0,40
C2,Owned,Individual,No,X1,15.0,3.0,18,10746.0,0,48
C3,Rented,Individual,No,X1,5.0,3.0,19,12132.0,1,33
C24,Owned,Individual,No,X2,5.0,3.0,22,9366.0,1,37
C1,Rented,Individual,No,X4,5.0,3.0,18,6480.0,1,25
C4,Rented,Individual,No,X3,2.0,3.0,18,15240.0,0,53
C1,Rented,Individual,No,X1,5.0,3.0,7,4128.0,0,22
C3,Rented,Individual,No,X1,15.0,3.0,18,16952.0,0,46
C11,Rented,Individual,No,X1,5.0,3.0,20,4134.0,0,22
C22,Owned,Joint,Yes,X2,15.0,4.0,1,17945.2,0,73
C2,Rented,Individual,No,X4,13.0,4.0,22,19140.0,0,60
C6,Rented,Joint,Yes,X1,2.0,1.0,12,20580.0,0,53
C2,Owned,Individual,No,X1,5.0,3.0,3,16128.0,0,56
C20,Owned,Individual,No,X1,7.0,4.0,22,14950.0,1,48
C26,Rented,Joint,Yes,X2,5.0,3.0,10,25074.0,1,70
C6,Owned,Individual,No,X1,7.0,3.0,22,8526.0,1,40
C1,Owned,Individual,No,X1,15.0,4.0,18,10480.0,0,38
C1,Rented,Individual,No,X1,5.0,3.0,17,20736.0,1,61
C13,Owned,Joint,No,X1,15.0,4.0,12,23184.0,0,57
C2,Owned,Individual,No,X3,5.0,3.0,15,12640.0,1,51
C4,Rented,Individual,No,X1,15.0,1.0,16,13220.0,0,58
C12,Owned,Joint,No,X1,1.0,1.0,2,20204.8,0,56
C21,Owned,Individual,No,X1,1.0,2.0,22,11376.0,1,27
C19,Owned,Individual,No,X1,12.0,1.0,19,17584.0,1,51
C15,Owned,Individual,No,X2,5.0,3.0,16,10240.0,0,47
C19,Owned,Individual,No,X1,5.0,3.0,16,4032.0,0,21
C4,Owned,Joint,Yes,X1,5.0,3.0,18,21694.4,1,47
C18,Rented,Individual,No,X4,5.0,3.0,21,5192.0,0,27
C22,Owned,Individual,No,X2,5.0,3.0,22,14928.0,0,53
C2,Owned,Individual,No,X3,12.0,3.0,11,14712.0,1,58
C1,Rented,Individual,No,X2,7.0,4.0,22,8862.0,1,31
C8,Rented,Individual,No,X2,1.0,3.0,22,17264.0,1,59
C1,Rented,Individual,No,X1,3.0,2.0,13,8582.0,0,33
C2,Rented,Individual,No,X1,6.0,3.0,11,14456.0,0,63
C1,Owned,Individual,No,X1,6.0,3.0,22,15600.0,0,58
C21,Rented,Individual,No,X4,4.0,1.0,20,7668.0,0,35
C1,Owned,Joint,No,X1,15.0,2.0,17,25920.0,0,48
C2,Owned,Joint,No,X2,6.0,3.0,15,17740.8,0,51
C8,Rented,Individual,No,X1,5.0,3.0,22,5512.0,0,27
C8,Rented,Individual,No,X3,5.0,3.0,2,3960.0,0,20
C24,Owned,Individual,No,X1,11.0,2.0,15,6900.0,0,39
C1,Owned,Individual,No,X1,6.0,3.0,21,17290.0,1,68
C1,Owned,Joint,Yes,X2,9.0,4.0,22,18546.0,0,57
C3,Rented,Individual,No,X1,5.0,3.0,22,3906.0,0,22
C9,Owned,Individual,No,X3,15.0,2.0,16,24336.0,0,75
C3,Owned,Individual,No,X1,2.0,3.0,21,14092.0,1,59
C5,Owned,Individual,No,X4,5.0,3.0,10,5248.0,0,28
C2,Owned,Individual,No,X1,15.0,3.0,14,9600.0,1,45
C11,Owned,Joint,Yes,X2,5.0,3.0,21,14134.4,1,34
C29,Owned,Individual,No,X4,9.0,3.0,4,16884.0,0,50
C2,Owned,Individual,No,X1,5.0,3.0,22,7030.0,1,24
C3,Owned,Joint,No,X1,8.0,3.0,18,17715.6,0,46
C16,Owned,Individual,No,X2,3.0,3.0,20,13896.0,0,51
C9,Rented,Individual,No,X4,13.0,3.0,18,11376.0,0,41
C15,Rented,Individual,No,X4,5.0,3.0,2,7536.0,0,21
C2,Rented,Individual,No,X1,5.0,3.0,15,6570.0,0,31
C10,Rented,Individual,No,X1,5.0,3.0,22,14808.0,0,44
C23,Owned,Individual,No,X1,5.0,3.0,18,9240.0,0,21
C1,Owned,Individual,No,X2,4.0,3.0,20,20640.0,0,75
C9,Owned,Individual,No,X3,4.0,2.0,22,19264.0,0,60
C21,Owned,Individual,No,X4,5.0,2.0,13,11020.0,0,44
C1,Owned,Joint,Yes,X5,9.0,3.0,18,25284.0,0,58
C9,Rented,Individual,No,X1,1.0,3.0,22,13354.0,0,52
C22,Rented,Individual,No,X3,5.0,3.0,21,9680.0,0,32
C3,Rented,Individual,No,X5,1.0,1.0,15,13480.0,1,33
C2,Owned,Individual,No,X2,9.0,3.0,11,22230.0,0,75
C5,Owned,Individual,No,X3,5.0,3.0,14,7620.0,1,22
C7,Owned,Individual,No,X4,8.0,3.0,18,12340.0,1,33
C3,Rented,Individual,No,X1,15.0,3.0,22,11628.0,0,36
C1,Rented,Individual,No,X2,9.0,3.0,19,16416.0,0,48
C2,Owned,Joint,Yes,X2,5.0,3.0,22,23408.0,1,50
C2,Rented,Individual,No,X1,9.0,4.0,22,12580.0,0,55
C15,Rented,Individual,No,X1,5.0,3.0,15,6190.0,1,24
C2,Owned,Individual,No,X4,2.0,2.0,18,15820.0,0,58
C2,Rented,Individual,No,X3,15.0,4.0,22,16120.0,1,74
C7,Rented,Individual,No,X1,1.0,1.0,19,14080.0,1,34
C11,Owned,Individual,No,X4,5.0,3.0,17,7728.0,1,36
C1,Owned,Joint,Yes,X2,7.0,3.0,8,26432.0,0,72
